Method,Genre,Decade,Topic
BERT,Pop,90s,"[('dont', 0.028369462161468594), ('im', 0.02807673837741198), ('love', 0.022315026916240106), ('man', 0.02198415243822338), ('know', 0.021943544902272433), ('chorus', 0.021861307585606962), ('verse', 0.02102467631042944), ('something', 0.020433418202615215), ('sometimes', 0.02016652558212602), ('fix', 0.019099669130738385)]"
BERT,Pop,90s,"[('lord', 0.11878694803000014), ('jesus', 0.10536997823568386), ('holy', 0.05554312511722583), ('praise', 0.05147949580018856), ('lamb', 0.04859798407743353), ('glory', 0.0462859375976882), ('today', 0.041460514269297005), ('cross', 0.03845856460649649), ('born', 0.035426077367281775), ('king', 0.03489324928572306)]"
BERT,Pop,90s,"[('baby', 0.09543762728087589), ('love', 0.057633338039684553), ('know', 0.04040863028787986), ('give', 0.03807593626745771), ('yeah', 0.03701255574747677), ('na', 0.03550544827820736), ('dont', 0.03529053315448937), ('wants', 0.03284164395319062), ('would', 0.03178729901617758), ('ba', 0.031759217119514994)]"
BERT,Pop,90s,"[('rock', 0.05929275787102586), ('boom', 0.04052295374890319), ('dance', 0.03790582274821435), ('ya', 0.036633945042115375), ('wiggle', 0.03542142427406533), ('say', 0.034745521300705226), ('bout', 0.031806994090111146), ('put', 0.03017247013596432), ('funk', 0.029399002884658645), ('got', 0.029359065298908683)]"
BERT,Pop,90s,"[('bright', 0.05291102094606659), ('day', 0.03851174599129088), ('sky', 0.037939756271031626), ('one', 0.03511276721383687), ('verse', 0.03252229272596737), ('sun', 0.031616063418976215), ('ran', 0.028861724617368613), ('see', 0.027688569085478978), ('star', 0.026916428796708875), ('ill', 0.02682031733143861)]"
BERT,Pop,90s,"[('love', 0.06682791620403593), ('always', 0.05623856772033274), ('chorus', 0.04052712684368394), ('verse', 0.038148579026597), ('possibly', 0.033445396892263446), ('cant', 0.03342066286479304), ('maybe', 0.03311693826294053), ('heart', 0.03248496962067117), ('could', 0.032147959566469396), ('dream', 0.0317945339238888)]"
BERT,Pop,90s,"[('chorus', 0.048749062581546564), ('verse', 0.04555496306065408), ('nothing', 0.04423500193882662), ('power', 0.04408579437078452), ('hard', 0.041674064003139756), ('belongs', 0.03862732771730385), ('changed', 0.0364785352677264), ('da', 0.03604208339760539), ('ive', 0.03235137110608073), ('heart', 0.03136152017034325)]"
BERT,Pop,90s,"[('bog', 0.036858016943530324), ('miss', 0.036552712227980594), ('larry', 0.029823251715090118), ('newsies', 0.024477198219688377), ('hole', 0.023690048523631074), ('rattlin', 0.02080257580401048), ('valleyo', 0.020384004600108415), ('tree', 0.019150402845938223), ('mrs', 0.018813934113017603), ('chicka', 0.018686723085310684)]"
BERT,Pop,90s,"[('love', 0.07747564398280711), ('pain', 0.05264596193519443), ('know', 0.0510636764067118), ('letting', 0.0443950348832211), ('take', 0.041100962840696184), ('miss', 0.04102681283875529), ('tumbling', 0.039740215933873155), ('heart', 0.03880812084913218), ('away', 0.03866644006959706), ('ever', 0.03451271236781629)]"
BERT,Pop,90s,"[('christmas', 0.20849495305466365), ('merry', 0.09176494434796578), ('santa', 0.061776508702992186), ('ho', 0.04863102484073916), ('happy', 0.04201123887885789), ('tree', 0.0409886177469516), ('year', 0.038532839565695816), ('bring', 0.03407919094975498), ('bells', 0.029668715111556974), ('good', 0.028227525726175293)]"
BERT,Pop,90s,"[('aint', 0.05924494533070158), ('anything', 0.048923292124918125), ('jam', 0.039358131004051965), ('dont', 0.038839019648358925), ('savages', 0.03813669882348841), ('much', 0.034337940193620256), ('got', 0.03360546622470013), ('wan', 0.03304850630378733), ('money', 0.032126447724059946), ('would', 0.029983264052196996)]"
BERT,Pop,90s,"[('love', 0.0683927616521285), ('brian', 0.06733855996974912), ('heart', 0.06631084055713858), ('gim', 0.05872776097667829), ('me', 0.05872776097667829), ('aj', 0.05689157530375785), ('mariah', 0.05222283719593199), ('carey', 0.051505034374922744), ('ill', 0.047632320740923315), ('nick', 0.04072857830428991)]"
BERT,Pop,90s,"[('mimi', 0.08872993865620402), ('roger', 0.08730397933809551), ('mark', 0.0842047550512069), ('statler', 0.06567943202676668), ('waldorf', 0.06567943202676668), ('benny', 0.05966646783762486), ('marley', 0.05445679330792624), ('maureen', 0.05140404371506121), ('joanne', 0.04760414239427169), ('boulevard', 0.04747311825506678)]"
BERT,Pop,90s,"[('cant', 0.12830079521255536), ('live', 0.05777635293440697), ('give', 0.046707914379781376), ('forget', 0.04376040617261503), ('living', 0.04322597152304444), ('hard', 0.03934921411658591), ('heres', 0.03869544732587905), ('go', 0.0358438022631987), ('day', 0.03580782409528207), ('goes', 0.03482126897163565)]"
BERT,Pop,00s,"[('im', 0.05155088244844339), ('love', 0.04402178150274673), ('dont', 0.042803282809448784), ('know', 0.04033193122044306), ('chorus', 0.038202140228250726), ('verse', 0.03275811770372843), ('got', 0.032408074030928415), ('youre', 0.03113964182062453), ('na', 0.030631890922841864), ('yeah', 0.02942744523484398)]"
BERT,Pop,00s,"[('troy', 0.13443210491681687), ('ryan', 0.11852089204986363), ('sharpay', 0.10291541560165397), ('gabriella', 0.09495626216789246), ('yeah', 0.08719422704730899), ('spoken', 0.07437469095697712), ('na', 0.06905710243521125), ('chad', 0.06834903596529446), ('company', 0.06829388806971522), ('want', 0.06787943672986764)]"
BERT,Pop,00s,"[('justin', 0.16609862453930713), ('timberlake', 0.13136249216365606), ('around', 0.08868820612748798), ('yeah', 0.07613550726488742), ('gone', 0.07431767123511195), ('dont', 0.06742894310401361), ('na', 0.0641026976930511), ('bye', 0.06336330099907847), ('love', 0.05911319299844431), ('goes', 0.058525968909333946)]"
BERT,Pop,10s,"[('im', 0.07370108965945352), ('dont', 0.05541946039691296), ('know', 0.052385075795671095), ('love', 0.05189607219942347), ('yeah', 0.04786515160020722), ('chorus', 0.04766589756992301), ('verse', 0.04030093972538631), ('got', 0.037204645136864715), ('na', 0.037102640538930615), ('youre', 0.03644075420086698)]"
BERT,Pop,10s,"[('harry', 0.1815814937033283), ('ever', 0.10129593321538558), ('nobody', 0.0941543851792344), ('infinity', 0.08850707017763541), ('liam', 0.08027175042499893), ('story', 0.07194690295431139), ('know', 0.0719300671063394), ('niall', 0.07165221563556277), ('thing', 0.06805269337090457), ('dont', 0.06724365450275403)]"
BERT,Pop,20s,"[('luke', 0.13593234178237887), ('reyes', 0.11290410324906346), ('madison', 0.1083780515745577), ('gillespie', 0.09901484179377788), ('charlie', 0.09833883670445363), ('tall', 0.057411039683370704), ('lonely', 0.056956715236255825), ('stand', 0.05670110743064802), ('heart', 0.04962475259999082), ('woah', 0.04831622568713648)]"
BERT,Pop,20s,"[('im', 0.05449062982901631), ('dont', 0.04078113542216496), ('know', 0.03977911067056343), ('yeah', 0.03918702519320472), ('chorus', 0.037117172846477656), ('verse', 0.03326692030968635), ('love', 0.033140063066983076), ('youre', 0.029116445176335014), ('na', 0.02742895729516721), ('got', 0.0272575572638497)]"
BERT,Pop,20s,"[('jade', 0.10757525234285942), ('perrie', 0.10572145403831198), ('leighanne', 0.09981969090088692), ('ima', 0.07842338551325359), ('love', 0.06968845315724621), ('jesy', 0.06532915178413108), ('us', 0.06069268334465076), ('yeah', 0.058641821909202405), ('ya', 0.05655003025089297), ('let', 0.052153937640691456)]"
BERT,Pop,20s,"[('justin', 0.15070112498150212), ('bieber', 0.13683192389774343), ('dont', 0.07319590190845823), ('go', 0.07309035827018302), ('yeah', 0.0625671887853868), ('need', 0.06104914730434425), ('taylor', 0.0584791008972691), ('swift', 0.05821084114761076), ('stuck', 0.044598620480580255), ('cant', 0.04260814318441865)]"
BERT,Pop,20s,"[('fallin', 0.12589354371016562), ('seavey', 0.11925893828232921), ('daniel', 0.1150633554300141), ('love', 0.11151479272473191), ('zach', 0.0749511604411164), ('herron', 0.0749511604411164), ('corbyn', 0.07184625358217984), ('besson', 0.07184625358217984), ('avery', 0.06871756370434418), ('jack', 0.06429328759847804)]"
TIME,TIME,TIME,291.9120876789093
